iter	Logloss
0	0.6689873217
1	0.6437259107
2	0.6241638906
3	0.6008668468
4	0.5835381318
5	0.5631002377
6	0.5453822659
7	0.5242912534
8	0.5079215041
9	0.4914386872
10	0.4759584201
11	0.4585168425
12	0.443617748
13	0.4307844533
14	0.4215534864
15	0.4065666563
16	0.3934170956
17	0.3824889626
18	0.3748558741
19	0.3674412115
20	0.3596008835
21	0.3521415685
22	0.3446001634
23	0.3397284466
24	0.3313870772
25	0.3256230877
26	0.3189485018
27	0.3121615638
28	0.305482918
29	0.2984413213
30	0.2926248787
31	0.2863900655
32	0.2804990805
33	0.2763699081
34	0.2714831436
35	0.2664364686
36	0.2627424504
37	0.2580953358
38	0.2522626541
39	0.247147182
40	0.2433431555
41	0.2389243086
42	0.2349456972
43	0.2318920816
44	0.2294037137
45	0.2266389022
46	0.2226049774
47	0.2173065528
48	0.2151362571
49	0.2121752162
50	0.2099777457
51	0.2057981805
52	0.2031429347
53	0.200694878
54	0.1981939689
55	0.1946945593
56	0.1923505044
57	0.1880197498
58	0.1864264797
59	0.1841746422
60	0.1822887075
61	0.1808807959
62	0.1783157871
63	0.1770408174
64	0.1747656019
65	0.1719880241
66	0.1696535912
67	0.1677402767
68	0.1658852046
69	0.1638063544
70	0.1616336056
71	0.1599777059
72	0.1578524215
73	0.1558497492
74	0.1550120071
75	0.1528650519
76	0.1511133564
77	0.1499969816
78	0.1482866002
79	0.1469410238
80	0.1460423039
81	0.1446610351
82	0.143220907
83	0.1422606717
84	0.1405834045
85	0.1393229497
86	0.1376449556
87	0.1357055038
88	0.1348903548
89	0.1331672019
90	0.132141377
91	0.1309828676
92	0.1297885033
93	0.1281048268
94	0.1265731398
95	0.1255495104
96	0.1238858345
97	0.1227370559
98	0.1213193322
99	0.1199478748
100	0.1187789269
101	0.1176077199
102	0.1159684569
103	0.1147442773
104	0.1141582259
105	0.1132980117
106	0.1118505404
107	0.110823854
108	0.1104261861
109	0.1093437187
110	0.1080940863
111	0.1070526193
112	0.1065719838
113	0.1059218922
114	0.1053051047
115	0.1040137163
116	0.1030670135
117	0.1021527335
118	0.1014763298
119	0.1009478562
120	0.09951523314
121	0.09853143542
122	0.09753955674
123	0.09662829088
124	0.09536551814
125	0.09452851864
126	0.0939157624
127	0.09310006549
128	0.09194181915
129	0.09103493499
130	0.09046521979
131	0.09010410377
132	0.08813184449
133	0.08752609666
134	0.08660891746
135	0.08620213984
136	0.08549349014
137	0.08522469198
138	0.08481011828
139	0.08469012405
140	0.08392810343
141	0.08319957345
142	0.08258953204
143	0.08197900627
144	0.08101469944
145	0.08025693688
146	0.07967357239
147	0.07899173556
148	0.07856947508
149	0.07801757364
150	0.07720223744
151	0.07671076042
152	0.07613719637
153	0.0756216746
154	0.0749261632
155	0.07435783479
156	0.07409334388
157	0.07321944004
158	0.07269661953
159	0.07222000781
160	0.07140588077
161	0.07128964864
162	0.07075018869
163	0.07054788404
164	0.06996269554
165	0.06918302375
166	0.06905574307
167	0.06855797973
168	0.06801244386
169	0.06721968227
170	0.06681022057
171	0.0664056379
172	0.06608024982
173	0.06575893194
174	0.06531760822
175	0.06492621168
176	0.0647217797
177	0.06409925581
178	0.06347433885
179	0.06291639429
180	0.06282995833
181	0.06235053341
182	0.06160661894
183	0.06110006349
184	0.06039453509
185	0.05972738526
186	0.05905704102
187	0.05852672774
188	0.05788480382
189	0.05768470095
190	0.05724255882
191	0.05676699846
192	0.05628421997
193	0.05582965889
194	0.05551411429
195	0.05540744213
196	0.05487081998
197	0.05449293609
198	0.05397199696
199	0.05351104231
200	0.05313242336
201	0.05303623956
202	0.05271557204
203	0.05233339799
204	0.05201248112
205	0.05189789742
206	0.05186237032
207	0.05093964328
208	0.05054601557
209	0.05039588018
210	0.05034275861
211	0.0498382608
212	0.04944061208
213	0.04902415426
214	0.04863299955
215	0.04828396568
216	0.04822925647
217	0.04789408025
218	0.04740759363
219	0.04696375251
220	0.04624689957
221	0.04587590455
222	0.04539423139
223	0.04497834741
224	0.04431249692
225	0.0440068163
226	0.04369678128
227	0.04363750523
228	0.0433505777
229	0.04307758227
230	0.04301239358
231	0.0425257389
232	0.04207329764
233	0.04175724204
234	0.04134178572
235	0.04095212641
236	0.04073918925
237	0.04070010636
238	0.04067451155
239	0.04062037618
240	0.0403485913
241	0.04031683996
242	0.04002742166
243	0.03970266823
244	0.03967397192
245	0.03940580636
246	0.03912543157
247	0.03909741158
248	0.03879467601
249	0.03876077548
250	0.03871429274
251	0.03866087741
252	0.03834027616
253	0.03821605119
254	0.03818004794
255	0.03769137183
256	0.03751702568
257	0.03746535648
258	0.03740647871
259	0.03689584896
260	0.03651654481
261	0.03616381375
262	0.03614217026
263	0.03579662591
264	0.03545830243
265	0.03543207092
266	0.03539039891
267	0.03503692867
268	0.03472819506
269	0.03470091697
270	0.03465854678
271	0.0346038526
272	0.03456914459
273	0.03421636434
274	0.03404699561
275	0.03402612544
276	0.03373563734
277	0.03347333591
278	0.03312191786
279	0.03310127996
280	0.03282296692
281	0.03256726333
282	0.03254718972
283	0.03223913242
284	0.03200100076
285	0.0319360498
286	0.03167576093
287	0.03145983021
288	0.03143791483
289	0.03108689027
290	0.0310566965
291	0.03088206616
292	0.03085176309
293	0.03057216846
294	0.03041928955
295	0.03016376905
296	0.03012910477
297	0.02987953312
298	0.02986392319
299	0.02960338155
300	0.02944429966
301	0.02943006559
302	0.02919327564
303	0.02917025629
304	0.02915313251
305	0.02886168116
306	0.02864390731
307	0.02839991971
308	0.02814169395
309	0.02781697331
310	0.02780218452
311	0.02757280536
312	0.02728990292
313	0.02726524812
314	0.02725062329
315	0.02703568724
316	0.02687173996
317	0.02666473662
318	0.02641675124
319	0.02613370535
320	0.02611970765
321	0.02608695071
322	0.0259402256
323	0.0257812571
324	0.02568888733
325	0.02546332695
326	0.02544824578
327	0.02528399383
328	0.02510330943
329	0.02492220832
330	0.02489609568
331	0.02467755807
332	0.0245073272
333	0.02431210269
334	0.0240609516
335	0.02380433943
336	0.02378201553
337	0.02377154834
338	0.02354932446
339	0.02352780394
340	0.0233686551
341	0.0232385414
342	0.02316398812
343	0.02313230646
344	0.02300494312
345	0.02283780144
346	0.02282043309
347	0.02267206569
348	0.02259050468
349	0.02243884723
350	0.02224599051
351	0.02213252923
352	0.02212051949
353	0.02192905503
354	0.02176592207
355	0.02162470449
356	0.02147696285
357	0.02138230589
358	0.02127189964
359	0.02116450608
360	0.02100808709
361	0.02099439818
362	0.02079557348
363	0.02078422913
364	0.02071962111
365	0.02057147368
366	0.02055600038
367	0.02038440868
368	0.02027626912
369	0.02026771201
370	0.02012438897
371	0.02010200768
372	0.02009234797
373	0.02008197369
374	0.02006481848
375	0.019912952
376	0.01989925078
377	0.01989033571
378	0.01977234652
379	0.01975053361
380	0.01974103102
381	0.01973157762
382	0.01965596
383	0.01953443074
384	0.01952339653
385	0.019456612
386	0.01944128763
387	0.01933610473
388	0.01921771112
389	0.01920121037
390	0.01906098199
391	0.01894181506
392	0.01891619292
393	0.01889723283
394	0.01878828442
395	0.01868535181
396	0.01854908296
397	0.01849415377
398	0.01835112312
399	0.01833032127
400	0.0182503274
401	0.01812074109
402	0.01811179869
403	0.01801154675
404	0.01787200152
405	0.01775073049
406	0.01765768166
407	0.01758705647
408	0.01749236536
409	0.01747938828
410	0.01740495933
411	0.01731266197
412	0.01719554721
413	0.01712102808
414	0.01702012579
415	0.01701015319
416	0.01699901105
417	0.01698605994
418	0.01687748453
419	0.01686262196
420	0.01685236928
421	0.01684490521
422	0.01672961309
423	0.016632602
424	0.01654777964
425	0.01643779695
426	0.01633364697
427	0.01624303288
428	0.01617637268
429	0.01616029275
430	0.0161444
